Player ID,Name,Data-version,Rating,Position,Current Price,Average Price Change,LGB Prediction,Transformer Prediction,Action
50566591,Florian Neuhaus,adidas gold,CM,84,11591.666666666666,107.14285714285714,102.71215190276367,157.00883,Sell
204399,Eran Zahavi,gold,ST,80,1773.3333333333333,107.14285714285714,-220.30995445141514,174.76015,Sell
215914,N'Golo Kanté,gold,CDM,90,366693.2988505747,105.43023255813954,689.1765985750403,169.13115,Sell
211110,Paulo Dybala,gold,CF,87,17980.76923076923,105.0,543.539260822863,73.40874,Sell
225793,Ben Godfrey,gold,CB,77,2729.6875,104.83870967741936,564.1791127861094,164.56975,Buy
256869,Fernando Torres,icon gold,ST,88,861936.5079365079,104.83870967741936,34.78562455601849,165.82191,Sell
230621,Gianluigi Donnarumma,gold,GK,89,61284.12048192771,104.67073170731707,233.33233731847503,167.78656,Sell
225850,Presnel Kimpembe,gold,CB,83,24172.79775280899,102.27272727272727,70.33773700992413,157.23936,Sell
189513,Daniel Parejo Muñoz,gold,CM,86,13200.892857142857,101.85185185185185,-552.2787570105996,168.22868,Sell
167664,Gonzalo Higuaín,gold,ST,81,862.5,100.0,1447.00614319119,168.56721,Buy
193361,Roberto Soriano,gold,CAM,78,887.5,100.0,690.6128240386975,78.39349,Buy
195365,Kevin Kampl,gold,CM,81,910.0,100.0,676.3618071258941,162.6807,Buy
227275,Agustín Rossi,libertadores_b gold,GK,77,1828.5714285714287,100.0,481.08783795296716,167.23398,Buy
232119,Çağlar Söyüncü,gold,CB,80,1085.7142857142858,100.0,441.53300295315563,159.58516,Sell
212602,Diego Javier Llorente Ríos,gold,CB,77,1000.0,100.0,420.98099472464776,167.05397,Sell
205678,Edin Višća,gold,RM,81,930.0,100.0,307.11246452405015,167.477,Buy
220673,Renato Tapia,gold,CDM,79,925.0,100.0,118.60358274919491,75.58592,Buy
220093,Hans Hateboer,gold,RM,80,862.5,100.0,12.778058579640435,166.09627,Sell
198009,Mattia Perin,gold,GK,80,875.0,100.0,-4.312166465262156,161.34242,Sell
171877,Marek Hamšík,gold,CM,80,887.5,100.0,-4.999420162713617,172.04439,Sell
222509,Daniel Ceballos Fernández,gold,CM,77,950.0,100.0,-77.66419451119162,74.044624,Sell
198164,Jonathan Viera Ramos,gold,CAM,81,850.0,100.0,-173.24256708103502,167.57014,Sell
175254,Felipe Caicedo,gold,CF,78,875.0,100.0,-222.5598037198482,168.91145,Sell
205659,Alessio Cragno,gold,GK,81,862.5,100.0,-308.59092227315944,164.69597,Sell
208808,Quincy Promes,gold,CAM,80,875.0,100.0,-342.2228191075737,158.2025,Sell
243630,Jonathan David,gold,ST,78,1982.142857142857,100.0,-465.08238788071725,152.42366,Sell
245541,Giovanni Reyna,gold,CAM,77,807.1428571428571,100.0,-544.8303546628129,153.32332,Sell
50548695,Aníbal Godoy,if gold,CDM,78,12908.75,100.0,-615.8279008942403,147.45137,Sell
155897,Clint Dempsey,heroes gold,CAM,85,14475.0,99.26470588235294,444.0771282644118,80.81807,Sell
50565582,Aaron Ramsdale,if gold,GK,80,17425.84745762712,99.13793103448276,77.86576163276092,69.97722,Sell
67315375,Maximilian Arnold,if gold,CM,84,14585.0,98.95833333333333,162.8825720324475,150.261,Sell
50533624,Alfred Gomis,if gold,GK,81,14509.615384615385,98.6842105263158,144.66345381517678,154.93105,Sell
235212,Achraf Hakimi,gold,RB,85,67565.15492957746,97.62857142857143,385.2059265025982,158.08919,Sell
138956,Giorgio Chiellini,gold,CB,86,13450.892857142857,97.22222222222223,5208.539044024145,169.58656,Buy
50332827,Gianluigi Buffon,if gold,GK,83,16444.444444444445,96.42857142857143,359.7830757470782,153.32494,Sell
50516770,Péter Gulácsi,if gold,GK,86,24716.98113207547,96.15384615384616,204.24135017011187,153.82893,Sell
208830,Jamie Vardy,gold,ST,86,12842.592592592593,96.15384615384616,148.1427290867528,165.69023,Sell
186153,Wojciech Szczesny,gold,GK,87,18243.589743589742,95.39473684210526,-2178.979992381941,168.3915,Sell
226161,Marcos Llorente Moreno,gold,CM,86,34843.90140845071,94.64285714285714,-616.6798448558377,158.00969,Sell
192505,Romelu Lukaku,gold,ST,88,24785.714285714286,94.51219512195122,-318.70792737747547,166.71538,Sell
202126,Harry Kane,gold,ST,90,41932.5,94.38775510204081,-286.94126842356434,170.10847,Sell
248155,Ian Wright,icon gold,ST,87,139851.85185185185,94.33962264150944,-157.60462168950352,75.12292,Sell
50579042,Dejan Kulusevski,halloween gold,RW,86,23165.816326530614,93.75,-402.4387322048331,163.21217,Sell
168435,Salvatore Sirigu,gold,GK,82,1200.0,93.75,-3056.1728877718474,168.42863,Sell
6975,Freddie Ljungberg,heroes gold,LM,86,33617.914893617024,92.3913043478261,-14026.102291702708,82.115204,Sell
216320,Seko Fofana,gold,CM,78,2003.5714285714287,92.3076923076923,-1349.0077877347028,162.58148,Sell
